datetime,fname,label,confidence,latitude,longitude,altitude
2024-03-06 19:02:22.257062,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:22.259992,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:24.452791,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:24.454546,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:26.823282,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:26.825112,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:29.078024,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:29.080774,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:31.349375,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:31.351096,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:33.730075,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:33.732051,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:36.003800,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:36.005604,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:38.338994,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:38.341142,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:40.683347,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:40.685229,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:42.973379,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:42.975120,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:45.247215,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:45.249166,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:47.557615,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:47.559666,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:49.876843,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:49.878653,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:52.201661,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:52.203824,,shark,0.9005728960037231,30.69,-72.69,30.0
2024-03-06 19:02:54.484891,,shark,0.958602786064148,30.69,-72.69,30.0
2024-03-06 19:02:54.486638,,shark,0.9005728960037231,30.69,-72.69,30.0
